"pkgname";"pkgver";"arch";"pkgrel";"location";"dep";"sizeC";"sizeU";"Desc"
"xfce4-cpufreq-plugin";"0.0.1";"i486";"1gv";"/salix/xfce";"atk,cairo,expat,fontconfig,freetype,gcc,cxxlibs|gcc-g++,gdk-pixbuf2,glib2,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pixman,startup-notification,util-linux,xcb-util,xfce,zlib";"396 K";"1584 K";" xfce4-cpufreq-plugin - a CPU frequency plugin for xfce  The CpuFreq Plugin shows in the Xfce Panel the following, chooseable informations:  * current CPU frequency,  * current used governor. In a seperate dialog it provides you following informations of all available informations:  * all available CPU frequencies,  * all available governors,  * used driver for the cpu."
"xfce4-cpugraph-plugin";"1.0.1";"i486";"1gv";"/salix/xfce";"atk,cairo,expat,fontconfig,freetype,gcc,cxxlibs|gcc-g++,gdk-pixbuf2,glib2,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pixman,startup-notification,util-linux,xcb-util,xfce,zlib";"57 K";"228 K";" xfce4-cpugraph-plugin (a cpu graph panel plugin for xfce)  Written by Alexander Nordfelth, this new systemload plugin offers multiple display modes (LED, gradient, fire, etc...) to show the current CPU load of the system. The colors and the size of the plugin are customizable.     "
"xfce4-dict";"0.6.0";"i486";"1lm";"/salix/xfce";"atk,cairo,expat,fontconfig,freetype,gcc,cxxlibs|gcc-g++,gdk-pixbuf2,glib2,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pixman,startup-notification,util-linux,xcb-util,xfce,zlib";"107 K";"428 K";" xfce4-dict (dictionary application and panel plugin)  This program allows you to search different kinds of dictionary services for words or phrases and shows you the result. Currently you can query a Dict server(RFC 2229), any online dictionary service by opening a web browser or search for words using the aspell/ispell program.  xfce4-dict contains a stand-alone application called “xfce4-dict” and a panel plugin for the Xfce panel. "
"xfce4-diskperf-plugin";"2.2.0";"i486";"1gv";"/salix/xfce";"atk,cairo,expat,fontconfig,freetype,gcc,cxxlibs|gcc-g++,gdk-pixbuf2,glib2,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pixman,startup-notification,util-linux,xcb-util,xfce,zlib";"29 K";"116 K";" xfce4-diskperf-plugin - a disk performance panel plugin for xfce  This xfce4 plugin displays instant disk/partition performance (bytes transfered per second).       "
"xfce4-eyes-plugin";"4.4.1";"i486";"1lm";"/salix/xfce";"atk,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pixman,startup-notification,util-linux,xcb-util,xfce,zlib";"43 K";"172 K";" xfce4-eyes-plugin (xeyes-like decoration for the Xfce panel)  Eyes is a xfce4 panel plugin that adds eyes which watch your every step. Scary!       "
"xfce4-genmon-plugin";"3.2";"i486";"1gv";"/salix/xfce";"atk,cairo,expat,fontconfig,freetype,gcc,cxxlibs|gcc-g++,gdk-pixbuf2,glib2,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pixman,startup-notification,util-linux,xcb-util,xfce,zlib";"28 K";"112 K";" xfce4-genmon-plugin - a general monitor plugin for xfce  This plugin cyclically spawns the indicated script/program, captures its output (stdout) and displays the resulting string into the panel. It can also display a picture, a bar, a tooltip and a button. So it can be used to display various informations about the system: Temperatures, CPU Speed, Battery status... You simply have to develop a little script or get the examples provided in the package.   "
"xfce4-mailwatch-plugin";"1.1.0";"i486";"1gv";"/salix/xfce";"atk,cairo,expat,fontconfig,freetype,gcc,cxxlibs|gcc-g++,gdk-pixbuf2,glib2,gnutls,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libgcrypt,libgpg-error,libpng,libxcb,pango,pixman,startup-notification,util-linux,xcb-util,xfce,zlib";"335 K";"1340 K";" xfce4-mailwatch-plugin - mail notification panel plugin for xfce  Comfortable multi-threaded, multi-mailbox, multi-protocol xfce4 panel plugin for checking mails periodically.       "
"xfce4-mpc-plugin";"0.3.5";"i486";"1lm";"/salix/xfce";"atk,cairo,expat,fontconfig,freetype,gcc,cxxlibs|gcc-g++,gdk-pixbuf2,glib2,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pixman,startup-notification,util-linux,xcb-util,xfce,zlib";"27 K";"108 K";" xfce4-mpc-plugin (MPD Client plugin for the Xfce panel)  This is a simple client plugin for Music Player Daemon.        "
"xfce4-netload-plugin";"1.0.0";"i486";"1gv";"/salix/xfce";"atk,cairo,expat,fontconfig,freetype,gcc,cxxlibs|gcc-g++,gdk-pixbuf2,glib2,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pixman,startup-notification,util-linux,xcb-util,xfce,zlib";"52 K";"208 K";" xfce4-netload-plugin (network interface monitor for the xfce panel)  This plugin displays the current load of the network interfaces of your choice in the panel.       "
"xfce4-notes-plugin";"1.7.7";"i486";"1gv";"/salix/xfce";"atk,cairo,dbus,dbus-glib,expat,fontconfig,freetype,gcc,cxxlibs|gcc-g++,gdk-pixbuf2,glib2,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libunique,libxcb,pango,pixman,startup-notification,util-linux,xcb-util,xfce,zlib";"106 K";"424 K";" xfce4-notes-plugin (a sticky notes panel plugin for xfce)  The notes plugin provides you a quick way to paste text, to write down a list of things, to leave a note to your friend, or whatever you had do with Post-It’s.      "
"xfce4-places-plugin";"1.2.0";"i486";"1gv";"/salix/xfce";"atk,cairo,dbus,dbus-glib,expat,fontconfig,freetype,gamin,gcc,cxxlibs|gcc-g++,gdk-pixbuf2,glib2,gtk+2,hal,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libjpeg,libpng,libxcb,pango,pixman,startup-notification,util-linux,xcb-util,xfce,zlib";"43 K";"172 K";" xfce4-places-plugin - a places panel plugin for xfce4  This plugin is a menu with quick access to folders, documents, and removable media. The places plugin brings much of the functionality of GNOME’s Places menu to Xfce.      "
"xfce4-quicklauncher-plugin";"1.9.4";"i486";"1gv";"/salix/xfce";"atk,cairo,expat,fontconfig,freetype,gcc,cxxlibs|gcc-g++,gdk-pixbuf2,glib2,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pixman,startup-notification,util-linux,xcb-util,xfce,zlib";"28 K";"112 K";" xfce4-quicklauncher-plugin - a quicklaunch panel plugin for xfce  The goal of the xfce4-quicklauncher-plugin is double:  * First, it is intented to offer you a fast and easy way to configure the plugins which are on your panel.  * Secondly, it is able to display these launchers on one or more lines, and they are displayed so that they don’t waste space. They also feature a little zoom effect when you pass the mouse over them.   "
"xfce4-screenshooter";"1.7.9";"i486";"1gv";"/salix/xfce";"atk,cairo,expat,fontconfig,freetype,gcc,cxxlibs|gcc-g++,gdk-pixbuf2,glib2,gnutls,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libgcrypt,libgpg-error,libpng,libsoup,libxcb,libxml2,pango,pixman,startup-notification,util-linux,xcb-util,xfce,zlib";"572 K";"2288 K";" xfce4-screenshooter (a screenshot application for xfce4)  This application allows you to capture the entire screen, the active window or a selected region. You can set the delay that elapses before the screenshot is taken and the action that will be done with the screenshot: save it to a PNG file, copy it to the clipboard, or open it using another application. A plugin for the Xfce panel is also available.   "
"xfce4-systemload-plugin";"1.0.0";"i486";"1gv";"/salix/xfce";"atk,cairo,expat,fontconfig,freetype,gcc,cxxlibs|gcc-g++,gdk-pixbuf2,glib2,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pixman,startup-notification,util-linux,xcb-util,xfce,zlib";"35 K";"140 K";" xfce4-systemload-plugin (a systemload panel plugin for xfce)  A system load plugin for the Xfce4 desktop environment, written by Riccardo Persichetti. It displays the current CPU load, the memory in use, the swap space and the system uptime in the Xfce4 panel.      "
"xfce4-taskmanager";"1.0.0";"i486";"1rl";"/salix/xfce";"atk,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libXres,libpng,libwnck,libxcb,pango,pixman,startup-notification,util-linux,xcb-util,zlib";"64 K";"256 K";" xfce4-taskmanager (taskmanager plugin for the Xfce panel)  The taskmanager plugin shows a list of running apps (similar to the task manager included with some other operating systems)  :) The taskmanager is started by running the command 'xfce4-taskmanager'    "
"xfce4-time-out-plugin";"1.0.0";"i486";"1lm";"/salix/xfce";"atk,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pixman,startup-notification,util-linux,xcb-util,xfce,zlib";"52 K";"208 K";" xfce4-time-out-plugin (time-out plugin for the Xfce panel)  This plugin makes it possible to take periodical breaks from the computer every X minutes. During breaks it locks your screen. It optionally allows you to postpone breaks for a certain time.      "
"xfce4-verve-plugin";"1.0.0";"i486";"1gv";"/salix/xfce";"atk,cairo,dbus,dbus-glib,expat,fontconfig,freetype,gcc,cxxlibs|gcc-g++,gdk-pixbuf2,glib2,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pcre,pixman,startup-notification,util-linux,xcb-util,xfce,zlib";"47 K";"188 K";" xfce4-verve-plugin (a command line panel plugin for xfce)   The Verve panel plugin is a comfortable command line plugin for the Xfce panel. It supports several nice features, such as: Command history, Auto-completion (including command history), Open URLs and eMail addresses in your favourite applications, Focus grabbing via D-BUS (so you can bind a shortcut to it), Custom input field width    "
"xfce4-volumed";"0.1.8";"i486";"1lm";"/salix/xfce";"atk,cairo,dbus,dbus-glib,expat,fontconfig,freetype,gcc,cxxlibs|gcc-g++,gdk-pixbuf2,glib2,gst-plugins-base,gstreamer,gtk+2,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libnotify,libpng,libxcb,libxml2,pango,pixman,xcb-util,xfce,zlib";"24 K";"96 K";" xfce4-volumed (audio volume management daemon)  This daemon is responsible of making the volume up/down and mute keys of the keyboard work automatically, and uses the XFCE 4 mixer's defined card and track for chosing which track to act on. It also provides volume change and mute toggle notifications if the notification daemon is running.    "
"xfce4-wavelan-plugin";"0.5.6";"i486";"1gv";"/salix/xfce";"atk,cairo,expat,fontconfig,freetype,gcc,cxxlibs|gcc-g++,gdk-pixbuf2,glib2,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,pango,pixman,startup-notification,util-linux,xcb-util,xfce,zlib";"34 K";"136 K";" xfce4-wavelan-plugin (a wireless lan monitor for the xfce panel)  This plugin is used to display stats from a wireless lan interface (signal state, signal quality, network name (SSID)).       "
"xfce4-weather-plugin";"0.7.4";"i486";"1gv";"/salix/xfce";"atk,cairo,cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,gdk-pixbuf2,glib2,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libpng,libxcb,libxml2,pango,pixman,startup-notification,util-linux,xcb-util,xfce,zlib";"359 K";"1436 K";" xfce4-weather-plugin (a weather plugin for the xfce panel)  This panel plugin shows the current temperature and weather condition, using weather data provided by xoap.weather.com.       "
"xfce4-xkb-plugin";"0.5.3.3";"i486";"3gv";"/salix/xfce";"atk,bzip2,cairo,cxxlibs|cxxlibs|gcc-g++,expat,fontconfig,freetype,gcc,glib2,gtk+2,libICE,libSM,libX11,libXau,libXcomposite,libXcursor,libXdamage,libXdmcp,libXext,libXfixes,libXi,libXinerama,libXrandr,libXrender,libXres,libgsf,libpng,librsvg,libwnck,libxcb,libxkbfile,libxklavier,libxml2,pango,pixman,startup-notification,util-linux,xcb-util,xfce,zlib";"341 K";"1364 K";" xfce4-xkb-plugin (keyboard layout applet for xfce)  xfce4-xkb-plugin allows you to setup and use multiple (currently up to 4 due to X11 protocol limitation) keyboard layouts. You can choose the keyboard model, what key combination to use to switch between the layouts, the actual keyboard layouts, the way in which the current layout is being displayed (country flag image or text) and the layout policy, which is whether to store the layout globally (for all windows), per application or per window. If a certain flag is missing, the plugin will fallback to displaying the layout as text. "
"xmlrpc-c";"1.06.41";"i486";"1tm";"/salix/ap";"curl,cxxlibs|gcc-g++,cyrus-sasl,gcc,libidn,openldap-client,openssl-solibs|openssl,zlib";"774 K";"3096 K";" xmlrpc-c (lightweight RPC library based on XML and HTTP)  XML-RPC is a quick-and-easy way to make procedure calls over the Internet. It converts the procedure call into XML document, sends it to a remote server using HTTP, and gets back the response as XML.      "
"xmms-crossfade";"0.3.14";"i486";"1gv";"/salix/xap";"xmms,libsamplerate";"95 K";"380 K";" xmms-crossfade (a Crossfading/Gapless Plugin for XMMS)  XMMS-Crossfade can be used to remove the gaps between two songs, or to smoothly crossfade inbetween. Automatically detects live albums and pre-mixed tracks which already are crossfaded. For those tracks, crossfading can be disabled automatically.     "
"xmoto";"0.5.5";"i486";"1gv";"/salix/games";"bzip2,curl,cxxlibs|gcc-g++,cyrus-sasl,freetype,gcc,libX11,libXau,libXdamage,libXdmcp,libXext,libXfixes,libXrandr,libXrender,libXxf86vm,libdrm,libidn,libjpeg,libpng,libxcb,mesa,openldap-client,openssl-solibs|openssl,sdl,sqlite,svgalib,zlib";"44725 K";"178900 K";" xmoto (a 2D motocross game)  X-Moto is a challenging 2D motocross platform game, where physics plays an all important role in the gameplay. You need to control your bike to its limits, if you want to have a chance to finish the most difficult challenges.     "
